HGNC ID	Approved symbol	Approved name	Previous symbols	Status	NCBI Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)	Mouse genome database ID(supplied by MGI)	Rat genome database ID(supplied by RGD)	Ensembl gene ID
HGNC:319	ACAN	aggrecan	MSK16, CSPG1, AGC1	Approved	176	P16112	MGI:99602	RGD:68358	ENSG00000157766
HGNC:16467	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	CENTB1	Approved	9744	Q15027	MGI:2388270	RGD:1305360	ENSG00000072818
HGNC:16469	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	CENTB2	Approved	23527	Q15057	MGI:1925868	RGD:1562939	ENSG00000114331
HGNC:41426	ACAP2-IT1	ACAP2 intronic transcript 1		Approved	100874306				ENSG00000229325
HGNC:16754	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	CENTB5	Approved	116983	Q96P50	MGI:2153589	RGD:1310711	ENSG00000131584
HGNC:93	ACAT1	acetyl-CoA acetyltransferase 1	ACAT	Approved	38	P24752	MGI:87870	RGD:2016	ENSG00000075239
HGNC:94	ACAT2	acetyl-CoA acetyltransferase 2		Approved	39	Q9BWD1	MGI:87871, MGI:109182	RGD:1359366	ENSG00000120437
HGNC:15453	ACBD3	acyl-CoA binding domain containing 3	GOLPH1, GOCAP1	Approved	64746	Q9H3P7	MGI:2181074	RGD:727851	ENSG00000182827
HGNC:40701	ACBD3-AS1	ACBD3 antisense RNA 1		Approved	107985353				ENSG00000234478
HGNC:23337	ACBD4	acyl-CoA binding domain containing 4		Approved	79777	Q8NC06	MGI:1914381	RGD:1308404	ENSG00000181513
HGNC:23338	ACBD5	acyl-CoA binding domain containing 5		Approved	91452	Q5T8D3	MGI:1921409	RGD:1309411	ENSG00000107897
HGNC:23339	ACBD6	acyl-CoA binding domain containing 6		Approved	84320	Q9BR61	MGI:1919732	RGD:1305030	ENSG00000230124
HGNC:17715	ACBD7	acyl-CoA binding domain containing 7		Approved	414149	Q8N6N7	MGI:1925495	RGD:1564164	ENSG00000176244
HGNC:96	ACBP	symbol withdrawn, see [HGNC:2313](/data/gene-symbol-report/#!/hgnc_id/HGNC:2313)		Symbol Withdrawn					
HGNC:97	ACC	symbol withdrawn, see [HGNC:84](/data/gene-symbol-report/#!/hgnc_id/HGNC:84)		Symbol Withdrawn					
HGNC:98	ACCN	symbol withdrawn, see [HGNC:99](/data/gene-symbol-report/#!/hgnc_id/HGNC:99)		Symbol Withdrawn					
HGNC:14594	ACCPN	symbol withdrawn, see [HGNC:10914](/data/gene-symbol-report/#!/hgnc_id/HGNC:10914)		Symbol Withdrawn					
HGNC:23989	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)		Approved	84680	Q96QU6	MGI:1919717	RGD:1309314	ENSG00000110455
HGNC:34391	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like		Approved	390110	Q4AC99	MGI:3584519	RGD:1596039	ENSG00000205126
HGNC:56899	ACCSLP1	ACCSL pseudogene 1		Approved	100422646				ENSG00000230570
HGNC:25070	ACD	ACD shelterin complex subunit and telomerase recruitment factor		Approved	65057	Q96AP0	MGI:87873	RGD:1565053	ENSG00000102977
HGNC:2707	ACE	angiotensin I converting enzyme	DCP1	Approved	1636	P12821	MGI:87874	RGD:2493	ENSG00000159640
HGNC:13557	ACE2	angiotensin converting enzyme 2		Approved	59272	Q9BYF1	MGI:1917258	RGD:728890	ENSG00000130234
HGNC:56255	ACE2-DT	ACE2 divergent transcript		Approved	104798195				ENSG00000225833
HGNC:44365	ACE3P	angiotensin I converting enzyme 3, pseudogene		Approved	100129123		MGI:3644400		ENSG00000224353
HGNC:18356	ACER1	alkaline ceramidase 1	ASAH3	Approved	125981	Q8TDN7	MGI:2181962	RGD:1588582	ENSG00000167769
HGNC:23675	ACER2	alkaline ceramidase 2	ASAH3L	Approved	340485	Q5QJU3	MGI:1920932	RGD:1304629	ENSG00000177076
HGNC:54674	ACER2P1	ACER2 pseudogene 1		Approved	645978				ENSG00000180105
HGNC:16066	ACER3	alkaline ceramidase 3	PHCA	Approved	55331	Q9NUN7	MGI:1913440	RGD:1561254	ENSG00000078124
HGNC:106	ACH	symbol withdrawn, see [HGNC:3690](/data/gene-symbol-report/#!/hgnc_id/HGNC:3690)		Symbol Withdrawn					
HGNC:107	ACHAP	symbol withdrawn, see [HGNC:21101](/data/gene-symbol-report/#!/hgnc_id/HGNC:21101)		Symbol Withdrawn					
HGNC:108	ACHE	acetylcholinesterase (Yt blood group)	YT	Approved	43	P22303	MGI:87876	RGD:69313	ENSG00000087085
HGNC:109	ACHM1	symbol withdrawn, see [HGNC:2153](/data/gene-symbol-report/#!/hgnc_id/HGNC:2153)	RMCH	Symbol Withdrawn					
HGNC:110	ACHM2	symbol withdrawn, see [HGNC:2150](/data/gene-symbol-report/#!/hgnc_id/HGNC:2150)		Symbol Withdrawn					
HGNC:111	ACHM3	symbol withdrawn, see [HGNC:2153](/data/gene-symbol-report/#!/hgnc_id/HGNC:2153)		Symbol Withdrawn					
HGNC:112	ACHRD	symbol withdrawn, see [HGNC:1965](/data/gene-symbol-report/#!/hgnc_id/HGNC:1965)		Symbol Withdrawn					
HGNC:113	ACHRG	symbol withdrawn, see [HGNC:1967](/data/gene-symbol-report/#!/hgnc_id/HGNC:1967)		Symbol Withdrawn					
HGNC:17066	ACIN1	apoptotic chromatin condensation inducer 1	ACINUS	Approved	22985	Q9UKV3	MGI:1891824	RGD:1311945	ENSG00000100813
HGNC:4035	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	FY, DARC	Approved	2532	Q16570	MGI:1097689	RGD:1596198	ENSG00000213088
HGNC:1565	ACKR2	atypical chemokine receptor 2	CMKBR9, CCBP2	Approved	1238	O00590	MGI:1891697	RGD:620323	ENSG00000144648
HGNC:23692	ACKR3	atypical chemokine receptor 3	CMKOR1, CXCR7	Approved	57007	P25106	MGI:109562	RGD:620601	ENSG00000144476
HGNC:1611	ACKR4	atypical chemokine receptor 4	CCRL1	Approved	51554	Q9NPB9	MGI:2181676	RGD:1596453	ENSG00000129048
HGNC:21142	ACKR4P1	ACKR4 pseudogene 1	CCRL1P, CCRL1P1	Approved	285737				ENSG00000225415
HGNC:114	ACLS	acrocallosal syndrome		Entry Withdrawn					
HGNC:115	ACLY	ATP citrate lyase		Approved	47	P53396	MGI:103251	RGD:2018	ENSG00000131473
HGNC:116	ACMG	acromegaly		Entry Withdrawn					
HGNC:19288	ACMSD	aminocarboxymuconate semialdehyde decarboxylase		Approved	130013	Q8TDX5	MGI:2386323	RGD:620868	ENSG00000153086
HGNC:34504	ACNATP	acyl-CoA:amino acid N-acyltransferase, pseudogene	BAATP1	Approved	347275				ENSG00000227411
HGNC:117	ACO1	aconitase 1	IREB1	Approved	48	P21399	MGI:87879	RGD:2019	ENSG00000122729
HGNC:118	ACO2	aconitase 2		Approved	50	Q99798	MGI:87880	RGD:621360	ENSG00000100412
HGNC:33904	ACOD1	aconitate decarboxylase 1	IRG1	Approved	730249	A6NK06	MGI:103206	RGD:1563454	ENSG00000102794
HGNC:33128	ACOT1	acyl-CoA thioesterase 1		Approved	641371	Q86TX2	MGI:1349396, MGI:2159619, MGI:2384969	RGD:70894	ENSG00000184227
HGNC:18431	ACOT2	acyl-CoA thioesterase 2		Approved	10965	P49753	MGI:1349396, MGI:2159605	RGD:621055	ENSG00000119673
HGNC:19748	ACOT4	acyl-CoA thioesterase 4		Approved	122970	Q8N9L9	MGI:2159621	RGD:1596753	ENSG00000177465
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	C14orf42	Approved	641372	Q3I5F7	MGI:1921287	RGD:1309669	ENSG00000205669
HGNC:24157	ACOT7	acyl-CoA thioesterase 7		Approved	11332	O00154	MGI:1917275	RGD:628856	ENSG00000097021
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	PTE1	Approved	10005	O14734	MGI:2158201	RGD:70368	ENSG00000101473
HGNC:17152	ACOT9	acyl-CoA thioesterase 9		Approved	23597	Q9Y305	MGI:1928939, MGI:1928940	RGD:1359188	ENSG00000123130
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	THEA	Approved	26027	Q8WXI4	MGI:1913736	RGD:2324815	ENSG00000162390
HGNC:24436	ACOT12	acyl-CoA thioesterase 12		Approved	134526	Q8WYK0	MGI:1921406	RGD:619752	ENSG00000172497
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	THEM2	Approved	55856	Q9NPJ3	MGI:1914084	RGD:1306513	ENSG00000112304
HGNC:119	ACOX1	acyl-CoA oxidase 1		Approved	51	Q15067	MGI:1330812	RGD:619757	ENSG00000161533
HGNC:120	ACOX2	acyl-CoA oxidase 2		Approved	8309	Q99424	MGI:1934852	RGD:628684	ENSG00000168306
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl		Approved	8310	O15254	MGI:1933156	RGD:69245	ENSG00000087008
HGNC:25621	ACOXL	acyl-CoA oxidase like		Approved	55289	Q9NUZ1	MGI:1921371	RGD:1306814	ENSG00000153093
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1		Approved	400997				ENSG00000204581
HGNC:122	ACP1	acid phosphatase 1		Approved	52	P24666	MGI:87881	RGD:2020	ENSG00000143727
HGNC:123	ACP2	acid phosphatase 2, lysosomal		Approved	53	P11117	MGI:87882	RGD:2021	ENSG00000134575
HGNC:125	ACP3	acid phosphatase 3	ACPP	Approved	55	P15309	MGI:1928480	RGD:2023	ENSG00000014257
HGNC:14376	ACP4	acid phosphatase 4	ACPT	Approved	93650	Q9BZG2	MGI:3644563	RGD:1308270	ENSG00000142513
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant		Approved	54	P13686	MGI:87883	RGD:2022	ENSG00000102575
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic		Approved	51205	Q9NPH0	MGI:1931010	RGD:1306336	ENSG00000162836
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)		Approved	390928	Q6ZNF0	MGI:2142121	RGD:1585399	ENSG00000183760
HGNC:126	ACR	acrosin		Approved	49	P10323	MGI:87884	RGD:2024	ENSG00000100312
HGNC:17195	ACRBP	acrosin binding protein		Approved	84519	Q8NEB7	MGI:1859515	RGD:1564880	ENSG00000111644
HGNC:54745	ACRP1	ACR pseudogene 1		Approved	645529				ENSG00000175509
HGNC:127	ACRV1	acrosomal vesicle protein 1		Approved	56	P26436	MGI:104590	RGD:620153	ENSG00000134940
HGNC:128	ACS3	symbol withdrawn, see [HGNC:12428](/data/gene-symbol-report/#!/hgnc_id/HGNC:12428)		Symbol Withdrawn					
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1		Approved	23205	Q96GR2	MGI:2385656	RGD:708557	ENSG00000103740
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2		Approved	81616	Q5FVE4	MGI:3587728	RGD:1588580	ENSG00000130377
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2		Approved	80221	Q96CM8	MGI:2388287	RGD:1562656	ENSG00000167107
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3		Approved	197322	Q4G176	MGI:2182591	RGD:1586037	ENSG00000176715
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	FACL2	Approved	2180	P33121	MGI:102797	RGD:2015	ENSG00000151726
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	FACL3	Approved	2181	O95573	MGI:1921455	RGD:70552	ENSG00000123983
HGNC:40227	ACSL3-AS1	ACSL3 antisense RNA 1		Approved	105373904				ENSG00000234193
HGNC:56529	ACSL3P1	ACSL3 pseudogene 1		Approved	100421637				ENSG00000244062
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	FACL4, MRX63, MRX68	Approved	2182	O60488	MGI:1354713	RGD:69401	ENSG00000068366
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	FACL5	Approved	51703	Q9ULC5	MGI:1919129	RGD:69402	ENSG00000197142
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	FACL6	Approved	23305	Q9UKU0	MGI:894291	RGD:69403	ENSG00000164398
HGNC:40772	ACSL6-AS1	ACSL6 antisense RNA 1		Approved	101927693				ENSG00000223548
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	BUCS1	Approved	116285	Q08AH1	MGI:2152200	RGD:1306813	ENSG00000166743
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	ACSM2	Approved	123876	Q08AH3	MGI:2385289	RGD:708383	ENSG00000183747
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	ACSM2	Approved	348158	Q68CK6	MGI:2385289		ENSG00000066813
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	SAH	Approved	6296	Q53FZ2	MGI:99538	RGD:62086	ENSG00000005187
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4		Approved	341392	P0C7M7	MGI:2681844	RGD:727928	ENSG00000215009
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5		Approved	54988	Q6NUN0	MGI:2444086	RGD:1309578	ENSG00000183549
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1		Approved	100421779				ENSG00000260762
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	C10orf129	Approved	142827	Q6P461			ENSG00000173124
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	ACAS2L	Approved	84532	Q9NUB1	MGI:1915988	RGD:1306246	ENSG00000154930
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	ACAS2	Approved	55902	Q9NR19	MGI:1890410	RGD:1305489	ENSG00000131069
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3		Approved	79611	Q9H6R3	MGI:2685720	RGD:1307051	ENSG00000111058
HGNC:129	ACTA1	actin alpha 1, skeletal muscle	ACTA	Approved	58	P68133	MGI:87902	RGD:2025	ENSG00000143632
HGNC:130	ACTA2	actin alpha 2, smooth muscle		Approved	59	P62736	MGI:87909	RGD:621676	ENSG00000107796
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1		Approved	100132116				ENSG00000180139
HGNC:131	ACTA3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)		Symbol Withdrawn					
HGNC:132	ACTB	actin beta		Approved	60	P60709	MGI:87904	RGD:628837	ENSG00000075624
HGNC:17780	ACTBL2	actin beta like 2		Approved	345651	Q562R1	MGI:2444552	RGD:1309504	ENSG00000169067
HGNC:134	ACTBP1	ACTB pseudogene 1		Approved	643309				ENSG00000229145
HGNC:135	ACTBP2	ACTB pseudogene 2		Approved	62				ENSG00000213763
HGNC:136	ACTBP3	ACTB pseudogene 3		Approved	63				
HGNC:137	ACTBP4	ACTB pseudogene 4		Approved	64				ENSG00000286676
HGNC:138	ACTBP5	actin, beta pseudogene 5		Entry Withdrawn					
HGNC:139	ACTBP6	ACTB pseudogene 6		Approved	66				ENSG00000203413
HGNC:140	ACTBP7	ACTB pseudogene 7		Approved	67				ENSG00000185607
HGNC:141	ACTBP8	ACTB pseudogene 8		Approved	68				ENSG00000220267
HGNC:142	ACTBP9	ACTB pseudogene 9		Approved	69				ENSG00000266920
HGNC:31819	ACTBP10	ACTB pseudogene 10		Approved	446207				
HGNC:33971	ACTBP11	ACTB pseudogene 11		Approved	644220				ENSG00000188460
HGNC:150	ACTBP12	ACTB pseudogene 12	ACTGP5	Approved	100462767				ENSG00000233125
HGNC:45086	ACTBP14	ACTB pseudogene 14		Approved	389976				ENSG00000229001
HGNC:55065	ACTBP15	ACTB pseudogene 15		Approved	391334				ENSG00000213857
HGNC:56590	ACTBP16	ACTB pseudogene 16		Approved	100132223				ENSG00000241473
HGNC:143	ACTC1	actin alpha cardiac muscle 1	ACTC	Approved	70	P68032	MGI:87905	RGD:2026	ENSG00000159251
HGNC:51491	ACTE1P	actin epsilon 1, pseudogene		Approved	399923		MGI:2685344		ENSG00000172900
HGNC:144	ACTG1	actin gamma 1	ACTG, DFNA20, DFNA26	Approved	71	P63261	MGI:87906	RGD:1304556	ENSG00000184009
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	ACTGP1, ACT1GP1	Approved	73				ENSG00000178631
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	ACTL2, ACTGP2	Approved	74				ENSG00000229129
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	ACTGP3	Approved	75				ENSG00000215388
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	ACTGP4	Approved	648740				ENSG00000236085
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	ACTGP6	Approved	78				
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	ACTGP7	Approved	79				
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	ACTGP8	Approved	80				
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	ACTGP9	Approved	82				ENSG00000229349
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	ACTL1, ACTGP10	Approved	83				ENSG00000231340
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11		Approved	414754				ENSG00000229465
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12		Approved	100418921				ENSG00000226642
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13		Approved	100418920				ENSG00000241305
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14		Approved	100418910				ENSG00000230581
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15		Approved	100418951				ENSG00000259904
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16		Approved	100418960				ENSG00000260298
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17		Approved	283693				ENSG00000259315
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18		Approved	100418924				ENSG00000218475
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19		Approved	644160				ENSG00000237999
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20		Approved	644961				ENSG00000241547
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21		Approved	100131291				ENSG00000232672
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22		Approved	100131953				ENSG00000271615
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23		Approved	442097				ENSG00000230362
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	POTENP	Approved	441783				ENSG00000226359
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25		Approved	148709				ENSG00000234996
HGNC:145	ACTG2	actin gamma 2, smooth muscle	ACTL3, ACTA3	Approved	72	P63267	MGI:104589	RGD:2027	ENSG00000163017
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)		Symbol Withdrawn					
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)		Symbol Withdrawn					
HGNC:158	ACTL4	actin-like 4		Entry Withdrawn					
HGNC:159	ACTL5	actin-like 5		Entry Withdrawn					
HGNC:24124	ACTL6A	actin like 6A		Approved	86	O96019	MGI:1861453	RGD:1307747	ENSG00000136518
HGNC:160	ACTL6B	actin like 6B	ACTL6	Approved	51412	O94805	MGI:1933548	RGD:1307763	ENSG00000077080
HGNC:161	ACTL7A	actin like 7A		Approved	10881	Q9Y615	MGI:1343051	RGD:1304697	ENSG00000187003
HGNC:162	ACTL7B	actin like 7B		Approved	10880	Q9Y614	MGI:1343053	RGD:1305655	ENSG00000148156
HGNC:24018	ACTL8	actin like 8		Approved	81569	Q9H568			ENSG00000117148
HGNC:28494	ACTL9	actin like 9		Approved	284382	Q8TC94	MGI:1916731	RGD:1306886	ENSG00000181786
HGNC:16127	ACTL10	actin like 10	C20orf134	Approved	170487	Q5JWF8	MGI:1917612	RGD:6491130	ENSG00000288649
HGNC:44626	ACTL11P	actin like 11, pseudogene	ACTBP13	Approved	389120		MGI:1914972		ENSG00000234667
HGNC:24758	ACTMAP	actin maturation protease	C19orf54	Approved	284325	Q5BKX5	MGI:3041247	RGD:1560854	ENSG00000188493
HGNC:163	ACTN1	actinin alpha 1		Approved	87	P12814	MGI:2137706	RGD:70907	ENSG00000072110
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript	C14orf84, ACTN1-AS1	Approved	161159				ENSG00000259062
HGNC:164	ACTN2	actinin alpha 2		Approved	88	P35609	MGI:109192	RGD:1308097	ENSG00000077522
HGNC:165	ACTN3	actinin alpha 3		Approved	89	Q08043	MGI:99678	RGD:621792	ENSG00000248746
HGNC:166	ACTN4	actinin alpha 4	FSGS1	Approved	81	O43707	MGI:1890773	RGD:61816	ENSG00000130402
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1		Approved	344978				ENSG00000213493
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2		Approved	391026				ENSG00000214141
HGNC:51621	ACTP1	actin family pseudogene 1		Approved	106480335				ENSG00000229890
HGNC:167	ACTR1A	actin related protein 1A		Approved	10121	P61163	MGI:1858964	RGD:1307025	ENSG00000138107
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1		Approved	100287074				ENSG00000233370
HGNC:168	ACTR1B	actin related protein 1B	CTRN2	Approved	10120	P42025	MGI:1917446	RGD:1307380	ENSG00000115073
HGNC:169	ACTR2	actin related protein 2		Approved	10097	P61160	MGI:1913963	RGD:1310826	ENSG00000138071
HGNC:170	ACTR3	actin related protein 3		Approved	10096	P61158	MGI:1921367	RGD:71024	ENSG00000115091
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1		Approved	101060091				
HGNC:17256	ACTR3B	actin related protein 3B		Approved	57180	Q9P1U1	MGI:2661120	RGD:1565759	ENSG00000133627
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1		Approved	643050				ENSG00000270242
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2		Approved	440888				ENSG00000226481
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3		Approved	647156				ENSG00000260327
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4		Approved	777774				ENSG00000249283
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5		Approved	399746				ENSG00000227264
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6		Approved	644773				ENSG00000280263
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7		Approved	100289004				ENSG00000226444
HGNC:37282	ACTR3C	actin related protein 3C		Approved	653857	Q9C0K3			ENSG00000106526
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1		Approved	100288580				
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2		Approved	100129013				ENSG00000232267
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3		Approved	100128020				ENSG00000242573
HGNC:14671	ACTR5	actin related protein 5		Approved	79913	Q9H9F9	MGI:1924748	RGD:1307958	ENSG00000101442
HGNC:24025	ACTR6	actin related protein 6		Approved	64431	Q9GZN1	MGI:1914269	RGD:1304609	ENSG00000075089
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1		Approved	100421495				ENSG00000248915
HGNC:14672	ACTR8	actin related protein 8		Approved	93973	Q9H981	MGI:1860775	RGD:1311878	ENSG00000113812
HGNC:17372	ACTR10	actin related protein 10		Approved	55860	Q9NZ32	MGI:1891654	RGD:1306515	ENSG00000131966
HGNC:24027	ACTRT1	actin related protein T1		Approved	139741	Q8TDG2	MGI:1920610	RGD:1359559	ENSG00000123165
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1		Approved	100128268				ENSG00000235239
HGNC:24026	ACTRT2	actin related protein T2		Approved	140625	Q8TDY3	MGI:1920603	RGD:1359657	ENSG00000169717
HGNC:24022	ACTRT3	actin related protein T3		Approved	84517	Q9BYD9	MGI:1923902	RGD:1561457	ENSG00000184378
HGNC:171	ACVR1	activin A receptor type 1	ACVRLK2	Approved	90	Q04771	MGI:87911	RGD:620200	ENSG00000115170
HGNC:172	ACVR1B	activin A receptor type 1B	ACVRLK4	Approved	91	P36896	MGI:1338944	RGD:735207	ENSG00000135503
HGNC:18123	ACVR1C	activin A receptor type 1C		Approved	130399	Q8NER5	MGI:2661081	RGD:621789	ENSG00000123612
HGNC:173	ACVR2A	activin A receptor type 2A	ACVR2	Approved	92	P27037	MGI:102806	RGD:70911	ENSG00000121989
HGNC:174	ACVR2B	activin A receptor type 2B		Approved	93	Q13705	MGI:87912	RGD:2028	ENSG00000114739
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1		Approved	100128640				ENSG00000229589
HGNC:175	ACVRL1	activin A receptor like type 1	ACVRLK1, ORW2	Approved	94	P37023	MGI:1338946	RGD:2029	ENSG00000139567
HGNC:176	ACVRLK2	symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)		Symbol Withdrawn					
HGNC:177	ACY1	aminoacylase 1		Approved	95	Q03154	MGI:87913	RGD:2030	ENSG00000243989
HGNC:178	ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)	ACY1L	Symbol Withdrawn					
HGNC:24104	ACY3	aminoacylase 3		Approved	91703	Q96HD9	MGI:1918920	RGD:1305394	ENSG00000132744
HGNC:179	ACYP1	acylphosphatase 1		Approved	97	P07311	MGI:1913454	RGD:1311327	ENSG00000119640
HGNC:180	ACYP2	acylphosphatase 2		Approved	98	P14621	MGI:1922822	RGD:1595836	ENSG00000170634
HGNC:181	AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)		Symbol Withdrawn					
HGNC:182	AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)	AD2	Symbol Withdrawn					
HGNC:183	AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)		Symbol Withdrawn					
HGNC:184	AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)		Symbol Withdrawn					
HGNC:185	AD5	Alzheimer disease 5		Entry Withdrawn					
HGNC:186	ADA	adenosine deaminase		Approved	100	P00813	MGI:87916	RGD:2031	ENSG00000196839
HGNC:1839	ADA2	adenosine deaminase 2	IDGFL, CECR1	Approved	51816	Q9NZK5			ENSG00000093072
